v2ex|https://www.v2ex.com/index.xml
solidot|https://www.solidot.org/index.rss
zaobao|https://rsshub.app/zaobao/znews/china
dribbble|https://rsshub.app/dribbble/popular/week
github|https://rsshub.app/github/trending/daily/any/any
ap|https://rsshub.app/apnews/topics/ap-top-news
phoronix|https://www.phoronix.com/rss.php
